test_id,failure_date,module,device,os_version,severity,error_type,resolved
T0997,2025-04-05,Payment,Samsung S24,Android 15,CRITICAL,AuthError,1
T0211,2025-08-03,FraudDetection,iPhone 14,iOS 17,HIGH,NullPointerException,0
T0291,2025-11-09,AccountSecurity,Samsung S24,Android 15,MEDIUM,NetworkError,0
T0857,2025-12-22,Authentication,Samsung S24,Android 15,CRITICAL,ValueError,1
T0825,2025-02-10,FraudDetection,Samsung A34,Android 13,MEDIUM,NetworkError,1
T0623,2025-10-28,OTP,Samsung A54,Android 14,HIGH,NetworkError,1
T0990,2025-03-24,Authentication,Pixel 7,Android 14,HIGH,ValueError,0
T0264,2025-08-16,Payment,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0486,2025-03-19,Authorization,Samsung A54,Android 14,HIGH,ValueError,0
T0211,2025-12-06,FraudDetection,iPhone 14,iOS 17,CRITICAL,NetworkError,1
T0072,2025-05-09,Authorization,Samsung A54,Android 14,CRITICAL,AuthError,0
T0999,2025-06-11,Authorization,Samsung S24,Android 15,MEDIUM,ValueError,1
T0054,2025-09-24,Authentication,iPhone 15,iOS 18,CRITICAL,AssertionError,1
T0395,2025-05-30,UPI,Pixel 8,Android 15,HIGH,ValueError,1
T0432,2025-07-16,OTP,iPhone 12,iOS 17,CRITICAL,NullPointerException,0
T0375,2025-06-29,AccountSecurity,Pixel 7,Android 14,MEDIUM,AuthError,1
T0066,2025-03-11,Payment,Samsung A54,Android 14,CRITICAL,NetworkError,0
T0716,2025-05-27,Authentication,iPhone 14,iOS 17,HIGH,TimeoutError,0
T0915,2025-05-20,Payment,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0275,2025-11-01,Authentication,Pixel 8,Android 15,HIGH,AuthError,0
T0817,2025-05-27,Authentication,Samsung S24,Android 15,HIGH,AssertionError,0
T0980,2025-06-06,UPI,Pixel 8,Android 15,HIGH,TimeoutError,0
T0146,2025-04-17,Authorization,Samsung A54,Android 14,HIGH,NullPointerException,0
T0181,2025-01-28,Authorization,Samsung A54,Android 14,CRITICAL,NullPointerException,1
T0002,2025-11-14,AccountSecurity,iPhone 15,iOS 18,CRITICAL,ValueError,1
T0549,2025-09-05,UPI,Samsung A54,Android 14,CRITICAL,NetworkError,1
T0612,2025-10-05,OTP,Pixel 7,Android 14,MEDIUM,AuthError,1
T0501,2025-02-14,OTP,Pixel 8,Android 15,MEDIUM,AuthError,0
T0130,2025-01-27,AccountSecurity,Samsung A34,Android 13,CRITICAL,NetworkError,1
T0355,2025-07-27,Authorization,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0518,2025-10-29,UPI,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0133,2025-01-27,OTP,Samsung A54,Android 14,CRITICAL,ValueError,1
T0906,2025-03-23,OTP,iPhone 14,iOS 17,HIGH,NetworkError,0
T0181,2025-09-18,Authorization,Samsung A54,Android 14,CRITICAL,ValueError,1
T0072,2025-02-05,Authorization,Samsung A54,Android 14,MEDIUM,AssertionError,1
T0784,2025-03-08,OTP,iPhone 12,iOS 17,MEDIUM,AssertionError,0
T0665,2025-01-29,FraudDetection,iPhone 12,iOS 17,HIGH,NullPointerException,1
T0317,2025-01-14,OTP,Samsung A54,Android 14,HIGH,NullPointerException,1
T0884,2025-01-24,Payment,iPhone 14,iOS 17,MEDIUM,NullPointerException,0
T0299,2025-01-07,UPI,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0648,2025-08-06,OTP,Samsung A34,Android 13,HIGH,NullPointerException,0
T0190,2025-07-21,Transaction,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0057,2025-05-20,Authentication,Pixel 7,Android 14,MEDIUM,ValueError,0
T0766,2025-10-03,FraudDetection,Samsung S24,Android 15,CRITICAL,ValueError,0
T0969,2025-07-31,OTP,Samsung A54,Android 14,MEDIUM,AuthError,1
T0827,2025-12-22,OTP,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0773,2025-02-04,OTP,Pixel 8,Android 15,HIGH,NullPointerException,1
T0252,2025-08-06,Authorization,Pixel 7,Android 14,CRITICAL,AuthError,0
T0834,2025-05-26,Authorization,Pixel 7,Android 14,HIGH,NullPointerException,0
T0507,2025-03-08,Authorization,iPhone 12,iOS 17,CRITICAL,AuthError,0
T0110,2025-05-09,Authentication,Pixel 8,Android 15,MEDIUM,ValueError,0
T0982,2025-01-24,UPI,Pixel 7,Android 14,CRITICAL,ValueError,0
T0578,2025-02-16,Authentication,Samsung A54,Android 14,HIGH,ValueError,1
T0448,2025-10-10,Authentication,Pixel 8,Android 15,HIGH,AuthError,1
T0982,2025-09-18,UPI,Pixel 7,Android 14,CRITICAL,NetworkError,0
T0734,2025-11-12,Authentication,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0157,2025-10-03,FraudDetection,Pixel 8,Android 15,MEDIUM,NetworkError,1
T0567,2025-06-25,UPI,iPhone 15,iOS 18,HIGH,AssertionError,0
T0467,2025-07-22,Account,Samsung A54,Android 14,MEDIUM,AuthError,0
T0795,2025-01-14,Biometrics,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0598,2025-05-09,CustomerSupport,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0086,2025-10-16,Biometrics,Samsung A34,Android 13,LOW,AssertionError,1
T0384,2025-02-13,Notification,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0176,2025-11-17,DeviceSecurity,Samsung S24,Android 15,LOW,TimeoutError,1
T0938,2025-04-08,CustomerSupport,Samsung A54,Android 14,MEDIUM,ValueError,0
T0656,2025-12-20,Dashboard,iPhone 12,iOS 17,LOW,TimeoutError,1
T0279,2025-12-16,CustomerSupport,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0700,2025-12-17,Notification,Pixel 8,Android 15,MEDIUM,TimeoutError,1
T0150,2025-10-02,Account,Pixel 8,Android 15,MEDIUM,AuthError,1
T0004,2025-04-17,Account,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0166,2025-09-26,Dashboard,iPhone 15,iOS 18,LOW,NetworkError,0
T0068,2025-07-15,Dashboard,Pixel 7,Android 14,MEDIUM,AuthError,0
T0864,2025-05-08,Biometrics,Pixel 7,Android 14,LOW,NetworkError,0
T0040,2025-08-01,DeviceSecurity,iPhone 12,iOS 17,LOW,AssertionError,1
T0279,2025-11-21,CustomerSupport,Samsung S24,Android 15,LOW,AssertionError,1
T0492,2025-01-03,Profile,Samsung A34,Android 13,MEDIUM,NullPointerException,1
T0042,2025-01-07,CustomerSupport,Pixel 7,Android 14,MEDIUM,ValueError,0
T0835,2025-08-12,Dashboard,iPhone 15,iOS 18,MEDIUM,TimeoutError,1
T0186,2025-06-04,Dashboard,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0117,2025-04-24,Notification,Samsung S24,Android 15,LOW,NetworkError,0
T0968,2025-10-07,Dashboard,Samsung A34,Android 13,LOW,AssertionError,0
T0273,2025-12-03,Notification,Samsung S24,Android 15,LOW,TimeoutError,0
T0966,2025-04-18,Notification,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0653,2025-05-13,Notification,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0446,2025-01-30,Notification,iPhone 14,iOS 17,LOW,AssertionError,0
T0013,2025-06-24,Biometrics,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0730,2025-04-23,CustomerSupport,Samsung A54,Android 14,MEDIUM,ValueError,1
T0506,2025-04-29,Dashboard,iPhone 14,iOS 17,LOW,ValueError,1
T0701,2025-10-29,Biometrics,iPhone 15,iOS 18,MEDIUM,NetworkError,1
T0971,2025-03-28,Profile,iPhone 15,iOS 18,LOW,AssertionError,1
T0093,2025-08-16,Dashboard,iPhone 12,iOS 17,LOW,AssertionError,1
T0927,2025-09-13,Profile,Samsung S24,Android 15,LOW,TimeoutError,1
T0860,2025-12-31,Profile,Samsung A54,Android 14,LOW,ValueError,1
T0957,2025-05-11,Notification,iPhone 15,iOS 18,LOW,ValueError,1
T0015,2025-03-10,CustomerSupport,Pixel 8,Android 15,MEDIUM,NetworkError,1
T0106,2025-07-06,Notification,Samsung S24,Android 15,LOW,AuthError,0
T0754,2025-11-08,Biometrics,Samsung A54,Android 14,LOW,ValueError,1
T0924,2025-10-06,Account,Pixel 8,Android 15,MEDIUM,TimeoutError,1
T0543,2025-06-10,Account,Samsung A54,Android 14,MEDIUM,ValueError,1
T0769,2025-10-24,Biometrics,iPhone 12,iOS 17,LOW,AssertionError,0
T0073,2025-12-05,Account,Samsung S24,Android 15,LOW,ValueError,1
T0688,2025-02-12,CustomerSupport,Pixel 7,Android 14,LOW,ValueError,1
T0359,2025-08-15,Profile,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0122,2025-09-28,CustomerSupport,Samsung S24,Android 15,LOW,ValueError,1
T0084,2025-09-14,Biometrics,iPhone 12,iOS 17,LOW,NullPointerException,0
T0307,2025-04-04,Dashboard,Samsung A54,Android 14,MEDIUM,NetworkError,1
T0754,2025-11-09,Biometrics,Samsung A54,Android 14,LOW,NetworkError,1
T0444,2025-08-25,Biometrics,iPhone 15,iOS 18,LOW,NetworkError,1
T0651,2025-02-06,Dashboard,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0546,2025-10-01,Biometrics,Samsung A34,Android 13,MEDIUM,NetworkError,1
T0438,2025-10-17,Profile,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0811,2025-02-26,Account,iPhone 14,iOS 17,LOW,ValueError,1
T0687,2025-10-24,Notification,Samsung S24,Android 15,MEDIUM,AssertionError,1
T0235,2025-09-12,Account,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0706,2025-03-12,Account,iPhone 14,iOS 17,LOW,AuthError,1
T0987,2025-04-21,Profile,iPhone 15,iOS 18,LOW,ValueError,0
T0203,2025-08-26,DeviceSecurity,Samsung S24,Android 15,MEDIUM,ValueError,0
T0145,2025-07-04,CustomerSupport,Pixel 7,Android 14,MEDIUM,AuthError,1
T0988,2025-01-23,Biometrics,Samsung S24,Android 15,MEDIUM,AssertionError,1
T0442,2025-08-18,CustomerSupport,Pixel 7,Android 14,LOW,AuthError,1
T0266,2025-11-23,Dashboard,Pixel 7,Android 14,LOW,TimeoutError,1
T0384,2025-03-12,Notification,iPhone 12,iOS 17,LOW,AssertionError,0
T0949,2025-01-05,Profile,Pixel 7,Android 14,MEDIUM,NetworkError,1
T0631,2025-10-30,DeviceSecurity,Samsung A34,Android 13,MEDIUM,ValueError,0
T0084,2026-01-01,Biometrics,iPhone 12,iOS 17,LOW,NetworkError,0
T0625,2025-10-20,CustomerSupport,iPhone 15,iOS 18,MEDIUM,NullPointerException,0
T0360,2025-03-07,Account,iPhone 14,iOS 17,LOW,AssertionError,1
T0227,2025-11-27,Account,iPhone 14,iOS 17,LOW,TimeoutError,0
T0901,2025-03-30,CustomerSupport,Samsung A34,Android 13,LOW,AuthError,1
T0193,2025-06-04,Biometrics,Samsung A54,Android 14,MEDIUM,ValueError,1
T0280,2025-07-14,Dashboard,iPhone 14,iOS 17,LOW,AuthError,0
T0653,2025-10-19,Notification,Pixel 8,Android 15,LOW,AssertionError,1
T0762,2025-12-21,Dashboard,iPhone 12,iOS 17,MEDIUM,AssertionError,1
T0769,2025-01-16,Biometrics,iPhone 12,iOS 17,MEDIUM,NullPointerException,0
T0677,2025-03-01,DeviceSecurity,Pixel 8,Android 15,LOW,TimeoutError,0
T0404,2025-10-16,Notification,Pixel 8,Android 15,LOW,NetworkError,1
T0730,2025-07-15,CustomerSupport,Samsung A54,Android 14,LOW,ValueError,1
T0182,2025-12-22,Dashboard,iPhone 15,iOS 18,MEDIUM,NullPointerException,1
T0241,2025-04-26,Account,Samsung A34,Android 13,LOW,ValueError,0
T0028,2025-07-08,CustomerSupport,Samsung A34,Android 13,LOW,ValueError,0
T0835,2025-07-10,Dashboard,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0932,2025-07-01,Profile,Samsung A34,Android 13,LOW,NullPointerException,0
T0649,2025-02-05,Biometrics,iPhone 12,iOS 17,LOW,TimeoutError,1
T0810,2025-11-05,Dashboard,iPhone 15,iOS 18,LOW,AuthError,1
T0822,2025-05-20,Notification,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0337,2025-04-17,Account,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0887,2025-08-26,Dashboard,Samsung A54,Android 14,LOW,NullPointerException,1
T0640,2025-09-06,Profile,Pixel 8,Android 15,LOW,ValueError,1
T0449,2025-05-13,Biometrics,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0710,2025-06-25,DeviceSecurity,iPhone 15,iOS 18,MEDIUM,NullPointerException,1
T0584,2025-06-23,Notification,Pixel 7,Android 14,LOW,AssertionError,1
T0675,2025-07-14,DeviceSecurity,Pixel 8,Android 15,LOW,NullPointerException,1
T0437,2025-11-07,Biometrics,iPhone 12,iOS 17,LOW,TimeoutError,1
T0173,2025-05-22,Account,Samsung A54,Android 14,LOW,TimeoutError,1
T0036,2025-02-21,Dashboard,Samsung A34,Android 13,LOW,NetworkError,1
T0547,2025-04-10,Notification,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0663,2025-07-26,CustomerSupport,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0136,2025-02-17,CustomerSupport,Samsung A34,Android 13,LOW,AssertionError,1
T0151,2025-03-06,Profile,iPhone 15,iOS 18,LOW,ValueError,1
T0063,2025-05-29,CustomerSupport,Samsung A54,Android 14,LOW,NetworkError,1
T0356,2025-02-12,Profile,Pixel 8,Android 15,MEDIUM,ValueError,1
T0866,2025-05-16,Biometrics,iPhone 14,iOS 17,LOW,TimeoutError,0
T0837,2025-09-24,Account,Pixel 7,Android 14,LOW,AuthError,0
T0975,2025-08-27,Account,iPhone 12,iOS 17,LOW,NetworkError,1
T0609,2025-07-12,CustomerSupport,Pixel 8,Android 15,LOW,AuthError,0
T0195,2025-10-26,CustomerSupport,Samsung S24,Android 15,LOW,NullPointerException,0
T0621,2025-11-17,Biometrics,Samsung A34,Android 13,LOW,AssertionError,0
T0149,2025-02-27,Account,Pixel 7,Android 14,LOW,AuthError,1
T0746,2025-06-02,Profile,iPhone 14,iOS 17,MEDIUM,ValueError,1
T0543,2025-11-09,Account,Samsung A54,Android 14,MEDIUM,ValueError,1
T0159,2025-01-11,Dashboard,iPhone 14,iOS 17,LOW,AuthError,1
T0353,2025-01-02,Dashboard,Samsung S24,Android 15,MEDIUM,AssertionError,0
T0640,2025-06-04,Profile,Pixel 8,Android 15,MEDIUM,AuthError,1
T0866,2025-03-15,Biometrics,iPhone 14,iOS 17,MEDIUM,NetworkError,0
T0444,2025-12-18,Biometrics,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0924,2025-03-24,Account,Pixel 8,Android 15,MEDIUM,AuthError,1
T0171,2025-12-01,Dashboard,Samsung S24,Android 15,MEDIUM,NetworkError,0
T0415,2025-05-13,Notification,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0159,2025-12-25,Dashboard,iPhone 14,iOS 17,MEDIUM,ValueError,0
T0819,2025-03-29,Biometrics,iPhone 15,iOS 18,LOW,TimeoutError,1
T0491,2025-12-05,Account,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0670,2025-10-27,DeviceSecurity,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0632,2025-10-10,Biometrics,iPhone 15,iOS 18,MEDIUM,ValueError,1
T0934,2025-02-27,Biometrics,Samsung S24,Android 15,LOW,AssertionError,1
T0172,2025-03-24,Biometrics,iPhone 15,iOS 18,LOW,ValueError,0
T0218,2025-07-01,Biometrics,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0029,2025-09-01,Account,iPhone 12,iOS 17,LOW,ValueError,0
T0598,2025-10-03,CustomerSupport,Samsung A54,Android 14,LOW,TimeoutError,0
T0844,2025-12-14,Account,Pixel 8,Android 15,LOW,AssertionError,1
T0413,2025-01-05,Biometrics,iPhone 15,iOS 18,MEDIUM,NullPointerException,0
T0984,2025-12-03,Dashboard,Samsung A34,Android 13,LOW,NullPointerException,1
T0759,2025-07-28,Profile,iPhone 12,iOS 17,MEDIUM,NetworkError,1
T0933,2025-09-29,CustomerSupport,Samsung A54,Android 14,LOW,AssertionError,0
T0558,2025-05-18,Profile,Samsung S24,Android 15,MEDIUM,NetworkError,1
T0832,2025-07-07,Account,iPhone 14,iOS 17,LOW,AuthError,0
T0584,2025-12-10,Notification,Pixel 7,Android 14,LOW,NetworkError,1
T0583,2025-05-17,Dashboard,iPhone 14,iOS 17,LOW,NullPointerException,0
T0762,2025-11-28,Dashboard,iPhone 12,iOS 17,LOW,NetworkError,0
T0606,2025-04-22,Profile,iPhone 14,iOS 17,LOW,ValueError,0
T0797,2025-05-03,Account,Samsung A34,Android 13,LOW,NetworkError,0
T0428,2025-09-01,Notification,iPhone 12,iOS 17,MEDIUM,AuthError,0
T0445,2025-11-24,Profile,Samsung A54,Android 14,MEDIUM,NetworkError,1
T0953,2025-02-24,Dashboard,iPhone 14,iOS 17,LOW,NullPointerException,1
T0755,2025-06-12,Dashboard,Pixel 8,Android 15,MEDIUM,AuthError,1
T0383,2025-05-05,Profile,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0270,2025-05-08,Notification,Samsung A34,Android 13,LOW,NetworkError,0
T0445,2025-12-30,Profile,Samsung A54,Android 14,MEDIUM,ValueError,1
T0676,2025-10-12,DeviceSecurity,Pixel 7,Android 14,MEDIUM,AssertionError,0
T0858,2025-01-16,Account,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0540,2025-08-24,Dashboard,iPhone 12,iOS 17,LOW,NullPointerException,1
T0551,2025-02-07,Biometrics,iPhone 12,iOS 17,LOW,NetworkError,1
T0934,2025-03-29,Biometrics,Samsung S24,Android 15,LOW,NetworkError,1
T0167,2025-07-10,Account,Pixel 7,Android 14,LOW,NullPointerException,1
T0699,2025-02-08,Dashboard,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0570,2025-06-17,DeviceSecurity,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0676,2025-06-05,DeviceSecurity,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0535,2025-01-09,Account,Pixel 7,Android 14,LOW,NullPointerException,0
T0250,2025-05-13,DeviceSecurity,Samsung A34,Android 13,LOW,NetworkError,1
T0417,2025-10-06,Profile,iPhone 15,iOS 18,LOW,AssertionError,0
T0087,2025-11-25,CustomerSupport,iPhone 14,iOS 17,LOW,AssertionError,1
T0635,2025-08-19,CustomerSupport,Pixel 8,Android 15,LOW,NullPointerException,1
T0361,2025-05-16,Profile,Samsung A54,Android 14,LOW,ValueError,1
T0972,2025-07-08,Biometrics,iPhone 12,iOS 17,MEDIUM,NullPointerException,0
T0924,2025-08-13,Account,Pixel 8,Android 15,LOW,AuthError,1
T0227,2025-03-05,Account,iPhone 14,iOS 17,MEDIUM,NullPointerException,1
T0795,2025-08-14,Biometrics,Samsung A34,Android 13,MEDIUM,TimeoutError,0
T0259,2025-12-25,Account,iPhone 14,iOS 17,LOW,AuthError,1
T0362,2025-02-06,Biometrics,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0795,2025-12-01,Biometrics,Samsung A34,Android 13,MEDIUM,NetworkError,1
T0751,2025-06-25,Biometrics,iPhone 14,iOS 17,LOW,AuthError,0
T0269,2025-01-01,Dashboard,iPhone 15,iOS 18,LOW,ValueError,1
T0323,2025-02-06,Notification,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0401,2025-03-27,Biometrics,Samsung A34,Android 13,MEDIUM,TimeoutError,0
T0210,2025-03-02,Biometrics,Samsung A54,Android 14,LOW,AuthError,1
T0524,2025-07-29,DeviceSecurity,Pixel 7,Android 14,LOW,ValueError,0
T0172,2025-08-19,Biometrics,iPhone 15,iOS 18,MEDIUM,AuthError,0
T0832,2025-01-19,Account,iPhone 14,iOS 17,LOW,AssertionError,0
T0932,2025-03-28,Profile,Samsung A34,Android 13,MEDIUM,NullPointerException,1
T0036,2025-05-16,Dashboard,Samsung A34,Android 13,LOW,TimeoutError,1
T0042,2025-07-27,CustomerSupport,Pixel 7,Android 14,MEDIUM,AuthError,1
T0717,2025-04-18,Notification,Pixel 8,Android 15,LOW,AssertionError,1
T0563,2025-12-27,CustomerSupport,iPhone 15,iOS 18,LOW,ValueError,1
T0495,2025-08-24,Dashboard,Samsung A34,Android 13,MEDIUM,TimeoutError,0
T0333,2025-05-24,DeviceSecurity,Samsung S24,Android 15,LOW,AuthError,0
T0909,2025-05-04,CustomerSupport,Samsung S24,Android 15,LOW,NullPointerException,1
T0934,2025-09-12,Biometrics,Samsung S24,Android 15,LOW,NullPointerException,1
T0730,2025-07-29,CustomerSupport,Samsung A54,Android 14,LOW,NetworkError,0
T0522,2025-07-22,Notification,iPhone 12,iOS 17,MEDIUM,ValueError,1
T0010,2025-05-20,Dashboard,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0728,2025-07-23,Dashboard,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0662,2025-12-22,Notification,Samsung S24,Android 15,LOW,ValueError,0
T0069,2025-02-14,Notification,iPhone 15,iOS 18,LOW,NullPointerException,0
T0621,2025-10-18,Biometrics,Samsung A34,Android 13,LOW,TimeoutError,1
T0914,2025-02-14,Biometrics,Samsung S24,Android 15,LOW,ValueError,1
T0937,2025-04-19,CustomerSupport,Pixel 7,Android 14,MEDIUM,TimeoutError,1
T0087,2025-08-24,CustomerSupport,iPhone 14,iOS 17,MEDIUM,AuthError,1
T0818,2025-07-07,DeviceSecurity,Samsung A54,Android 14,LOW,TimeoutError,0
T0996,2025-07-05,Dashboard,Samsung A34,Android 13,MEDIUM,AuthError,1
T0631,2025-09-26,DeviceSecurity,Samsung A34,Android 13,LOW,ValueError,1
T0902,2025-07-31,DeviceSecurity,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0800,2025-07-27,Account,Pixel 7,Android 14,LOW,AuthError,0
T0413,2025-12-25,Biometrics,iPhone 15,iOS 18,MEDIUM,NullPointerException,0
T0864,2025-01-28,Biometrics,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0831,2025-08-23,CustomerSupport,iPhone 15,iOS 18,LOW,NullPointerException,0
T0279,2025-04-20,CustomerSupport,Samsung S24,Android 15,MEDIUM,ValueError,1
T0220,2025-02-25,Notification,Pixel 8,Android 15,LOW,ValueError,1
T0968,2025-07-03,Dashboard,Samsung A34,Android 13,LOW,ValueError,0
T0975,2025-04-15,Account,iPhone 12,iOS 17,LOW,AssertionError,1
T0347,2025-04-18,Profile,Pixel 8,Android 15,MEDIUM,ValueError,0
T0530,2025-05-20,Biometrics,iPhone 12,iOS 17,LOW,TimeoutError,1
T0698,2025-10-08,Account,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0546,2025-07-22,Biometrics,Samsung A34,Android 13,MEDIUM,ValueError,0
T0677,2025-07-05,DeviceSecurity,Pixel 8,Android 15,LOW,AuthError,0
T0410,2025-02-01,Biometrics,Samsung A34,Android 13,LOW,TimeoutError,0
T0662,2025-04-29,Notification,Samsung S24,Android 15,MEDIUM,TimeoutError,0
T0724,2025-11-24,Biometrics,Samsung A54,Android 14,MEDIUM,ValueError,1
T0322,2025-08-19,Account,iPhone 14,iOS 17,MEDIUM,AuthError,0
T0512,2025-10-12,DeviceSecurity,iPhone 14,iOS 17,LOW,AuthError,1
T0458,2025-03-17,CustomerSupport,iPhone 12,iOS 17,LOW,TimeoutError,0
T0913,2025-05-13,DeviceSecurity,iPhone 12,iOS 17,LOW,AuthError,0
T0337,2025-06-06,Account,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0069,2025-04-29,Notification,iPhone 15,iOS 18,LOW,NetworkError,1
T0521,2025-01-04,Account,Pixel 7,Android 14,LOW,NullPointerException,0
T0728,2025-11-22,Dashboard,Samsung A34,Android 13,MEDIUM,NullPointerException,0
T0728,2025-04-21,Dashboard,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0121,2025-01-12,Account,Samsung A54,Android 14,MEDIUM,NetworkError,0
T0218,2025-12-31,Biometrics,iPhone 15,iOS 18,LOW,ValueError,1
T0658,2025-01-21,CustomerSupport,iPhone 14,iOS 17,LOW,NetworkError,0
T0062,2025-11-19,Profile,Samsung A54,Android 14,LOW,AssertionError,1
T0908,2025-02-21,CustomerSupport,iPhone 15,iOS 18,LOW,ValueError,0
T0896,2025-07-07,Account,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0631,2025-10-30,DeviceSecurity,Samsung A34,Android 13,MEDIUM,NetworkError,1
T0182,2025-10-09,Dashboard,iPhone 15,iOS 18,LOW,NullPointerException,1
T0713,2025-07-09,Profile,Pixel 8,Android 15,MEDIUM,AuthError,0
T0808,2025-09-18,Account,iPhone 12,iOS 17,LOW,NullPointerException,0
T0962,2025-09-20,CustomerSupport,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0359,2025-12-04,Profile,Pixel 7,Android 14,MEDIUM,NullPointerException,0
T0701,2025-11-02,Biometrics,iPhone 15,iOS 18,MEDIUM,NetworkError,1
T0305,2025-10-17,Account,iPhone 15,iOS 18,LOW,AuthError,0
T0259,2025-04-18,Account,iPhone 14,iOS 17,LOW,AuthError,0
T0699,2025-05-24,Dashboard,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0663,2025-07-24,CustomerSupport,Samsung S24,Android 15,LOW,AuthError,1
T0641,2025-10-14,Profile,iPhone 14,iOS 17,MEDIUM,NetworkError,0
T0833,2025-01-05,Dashboard,Samsung A54,Android 14,MEDIUM,AuthError,1
T0866,2025-02-13,Biometrics,iPhone 14,iOS 17,MEDIUM,NetworkError,1
T0216,2025-03-02,Notification,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0842,2025-01-20,Biometrics,Pixel 8,Android 15,LOW,ValueError,1
T0721,2025-12-03,Profile,Pixel 8,Android 15,LOW,NullPointerException,0
T0961,2025-05-22,Profile,iPhone 12,iOS 17,LOW,NetworkError,0
T0675,2025-04-26,DeviceSecurity,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0629,2025-10-02,DeviceSecurity,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0270,2025-04-16,Notification,Samsung A34,Android 13,LOW,AssertionError,1
T0415,2025-05-07,Notification,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0086,2025-12-12,Biometrics,Samsung A34,Android 13,MEDIUM,TimeoutError,0
T0233,2025-07-19,Account,Pixel 7,Android 14,LOW,AssertionError,1
T0520,2025-08-11,Profile,Pixel 8,Android 15,MEDIUM,NetworkError,1
T0643,2025-01-12,Notification,Samsung S24,Android 15,MEDIUM,AssertionError,1
T0570,2025-11-19,DeviceSecurity,iPhone 15,iOS 18,LOW,AuthError,0
T0950,2025-04-17,Account,Samsung A34,Android 13,LOW,AssertionError,1
T0280,2025-06-10,Dashboard,iPhone 14,iOS 17,MEDIUM,TimeoutError,1
T0899,2025-08-01,DeviceSecurity,Samsung S24,Android 15,LOW,NetworkError,1
T0705,2025-01-31,Biometrics,Samsung S24,Android 15,MEDIUM,AssertionError,0
T0521,2025-04-26,Account,Pixel 7,Android 14,LOW,TimeoutError,0
T0294,2025-03-16,Biometrics,Samsung A34,Android 13,LOW,TimeoutError,0
T0445,2025-05-16,Profile,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0837,2025-12-05,Account,Pixel 7,Android 14,MEDIUM,NetworkError,1
T0597,2025-05-15,Dashboard,iPhone 12,iOS 17,LOW,AssertionError,0
T0078,2025-03-26,CustomerSupport,Pixel 8,Android 15,MEDIUM,NetworkError,1
T0218,2025-11-14,Biometrics,iPhone 15,iOS 18,MEDIUM,NullPointerException,0
